X1,X2,in_trial,U,xb1,xb2,p1,p2,p3,UNIF,S,A,Y1,Y0,Y
.4282376,-2.09868,0,-.1897488,,,,,,,0,0,-.3471949,-1.868456,0
-.9734562,-.0642837,0,1.806256,,,,,,,0,0,3.415749,2.358233,0
-1.074901,-1.199481,0,.0902409,,,,,,,0,0,-1.945734,.596159,0
.3659695,-.5983045,0,-.9288983,,,,,,,0,0,-1.036526,-1.453883,0
1.525159,1.265143,0,2.068635,,,,,,,0,0,5.060571,6.208743,0
-1.122699,-2.454048,0,-.2974608,,,,,,,0,0,-1.437907,-2.189341,0
.2296609,-.5530148,0,-.3227239,,,,,,,0,0,.759384,.700753,0
.4892314,.4499563,0,-1.358884,,,,,,,0,0,-3.74823,.1628659,0
.0056374,1.71095,0,.4025809,,,,,,,0,0,-.0377185,3.892666,0
.5253863,-1.113295,0,-.955838,,,,,,,0,0,-3.892772,-.9102754,0
-.5720311,-1.687904,0,.0368199,,,,,,,0,0,-3.280698,-3.112364,0
-.784419,-.1485689,0,-.8667647,,,,,,,0,0,-1.548485,.4303769,0
-.5419882,-1.113651,0,.6077598,,,,,,,0,0,2.421642,2.621372,0
-.2164771,1.123772,0,-2.198175,,,,,,,0,0,-3.895608,1.551445,0
.8835276,-.1139279,0,-.8930721,,,,,,,0,0,-1.422199,1.978384,0
.6862986,.492695,0,-.1782744,,,,,,,0,0,1.396051,3.644972,0
.6637067,-.4046423,0,-1.26344,,,,,,,0,0,-2.606456,1.368353,0
1.372604,.2488707,0,-1.578578,,,,,,,0,0,.7742746,1.082412,0
1.430868,.3802351,0,-.6360617,,,,,,,0,0,-.1327261,3.861421,0
.4868748,-1.465175,0,-.2526948,,,,,,,0,0,-.3820127,1.703729,0
-.1794787,.1362591,0,-.9687493,,,,,,,0,0,-1.066302,.3194515,0
.2173394,-.0449379,0,.1204773,,,,,,,0,0,.1924533,3.772722,0
-.8838148,-.5186554,0,-.0446511,,,,,,,0,0,-.73782,-.4380706,0
.1408489,.870708,0,-.7119302,,,,,,,0,0,-.2886668,.6827562,0
-.5899276,-.3912043,0,.7431167,,,,,,,0,0,.9266255,-.3819209,0
-1.890255,.0619153,0,-.8565635,,,,,,,0,0,-2.244102,-.4766028,0
.4239136,-1.682062,0,-1.252541,,,,,,,0,0,-1.81992,-1.423709,0
-.7397853,-.6787785,0,1.693099,,,,,,,0,0,3.43908,1.00687,0
-.78748,.0245074,0,.8531728,,,,,,,0,0,1.448619,.3040099,0
.5185938,-.5823372,0,-1.169692,,,,,,,0,0,-.6125283,-.0576619,0
-.2154632,-1.97849,0,-1.566772,,,,,,,0,0,-4.794942,-2.43945,0
.2753185,1.187588,0,.6441885,,,,,,,0,0,4.166481,4.345623,0
-.5256892,-1.551945,0,.6956314,,,,,,,0,0,1.308114,.0153218,0
.3195491,1.008369,0,-.1570038,,,,,,,0,0,-.1004571,3.142462,0
1.069449,.7870687,0,-1.423018,,,,,,,0,0,-1.710919,4.150093,0
-.7133132,-.5990738,0,1.010618,,,,,,,0,0,2.360197,.27747,0
-2.257173,-1.189481,0,.9398916,,,,,,,0,0,1.746046,-1.85477,0
-.0444555,-.4321475,0,.5565913,,,,,,,0,0,1.868282,1.568743,0
-2.203175,1.7326,0,.3446812,,,,,,,0,0,-.094109,1.218816,0
1.302792,-.0514347,0,-.4151586,,,,,,,0,0,2.051374,.9220558,0
.580802,1.017724,0,.160479,,,,,,,0,0,3.263421,.7903274,0
-1.458741,-2.122368,0,.7721518,,,,,,,0,0,-1.23307,-1.85603,0
-.6149393,-.0292449,0,1.101296,,,,,,,0,0,3.568504,2.276222,0
-.1933171,-.707444,0,.0179053,,,,,,,0,0,.110216,.5201769,0
-.09447,-.2848964,0,.6033036,,,,,,,0,0,1.647403,2.543786,0
-1.556769,1.059104,0,.4109814,,,,,,,0,0,-.7212747,-.2328629,0
-1.227457,.6356898,0,-.4494106,,,,,,,0,0,-1.387358,.5072825,0
.098979,-1.334729,0,-.7602448,,,,,,,0,0,-2.363163,-.786297,0
-.5586004,.4799975,0,-.4196725,,,,,,,0,0,.9984404,.3491436,0
-.5269522,.289327,0,.4924206,,,,,,,0,0,1.811764,1.85246,0
-2.367737,-1.86297,0,-1.316501,,,,,,,0,0,-5.405028,-4.355037,0
-.5451021,-.5027471,0,-1.234261,,,,,,,0,0,-3.882846,.4150627,0
-1.186345,-1.215402,0,-.1996046,,,,,,,0,0,-2.503061,-.9062442,0
-1.196418,1.610515,0,.4277451,,,,,,,0,0,2.23206,3.496859,0
-1.194611,.3626236,0,-.8517284,,,,,,,0,0,-2.490281,-.217739,0
.1164234,-.7462023,0,-.6649516,,,,,,,0,0,-.8489733,.383458,0
1.040635,-1.015983,0,.4063684,,,,,,,0,0,2.842528,-.9161733,0
.4862914,1.133464,0,1.143404,,,,,,,0,0,4.623944,3.600405,0
-.2342972,-.9885032,0,-.2520075,,,,,,,0,0,-1.30454,1.197484,0
-1.847676,.5525773,0,1.170004,,,,,,,0,0,2.145064,1.722915,0
-1.375955,-.5430278,0,.9981567,,,,,,,0,0,3.177066,2.105468,0
-.128313,-.4859067,0,-.7485138,,,,,,,0,0,-2.107577,.1308917,0
.4799544,1.95364,0,.2184519,,,,,,,0,0,2.780216,5.237309,0
1.907777,.1531786,0,-.5682786,,,,,,,0,0,.4464122,2.929628,0
-1.225335,-.3412538,0,-1.479499,,,,,,,0,0,-1.934337,-2.313705,0
.4803043,.3379691,0,1.197936,,,,,,,0,0,2.604092,3.118924,0
-.7603228,.4309791,0,-.0351518,,,,,,,0,0,-.8421099,.9835232,0
.4508719,1.634203,0,-1.482069,,,,,,,0,0,-2.796929,1.662805,0
.4908039,-.3791025,0,1.32945,,,,,,,0,0,2.672559,3.972613,0
-.8811604,.2499093,0,-2.877485,,,,,,,0,0,-5.406437,-3.439568,0
-1.786245,-.5666634,0,-.4698853,,,,,,,0,0,-.2551991,-1.08148,0
-1.337518,.0710419,0,.2152481,,,,,,,0,0,.5010852,-.2051741,0
-1.161778,-1.171028,0,.7884276,,,,,,,0,0,-.6768882,.0304898,0
2.0894,-.4082017,0,.2143015,,,,,,,0,0,1.767605,4.669071,0
-.5084963,-.3097008,0,-1.849447,,,,,,,0,0,-3.706869,-1.562333,0
-.1980278,-.599033,0,1.148656,,,,,,,0,0,.8252231,3.18379,0
.3278653,.9559373,0,2.652952,,,,,,,0,0,5.59452,4.835686,0
-.136107,-.3150816,0,-1.461749,,,,,,,0,0,-4.134068,-2.192009,0
-.0683063,-1.174931,0,1.107899,,,,,,,0,0,1.459017,1.961407,0
1.127825,.243222,0,.6366425,,,,,,,0,0,1.902005,4.145355,0
-.9190352,1.139514,0,-.8708234,,,,,,,0,0,-.4500404,.059864,0
-1.928287,-1.171557,0,.0801503,,,,,,,0,0,-.7287629,-1.659019,0
-1.092909,.977478,0,.2634209,,,,,,,0,0,-.8395825,2.510526,0
1.516656,1.113328,0,.1771276,,,,,,,0,0,3.228979,3.860974,0
1.420321,-1.66981,0,.2813196,,,,,,,0,0,.4680883,.9731076,0
1.306872,-.7972159,0,.4783446,,,,,,,0,0,1.072327,3.249246,0
-1.445091,-.5209925,0,-.2748888,,,,,,,0,0,-.4793985,.4541882,0
.2675475,-1.310593,0,.7284687,,,,,,,0,0,.984439,2.186898,0
1.577304,.251522,0,-1.028873,,,,,,,0,0,-1.448635,1.184857,0
-1.27611,.0277482,0,.0416298,,,,,,,0,0,-.5943464,1.156083,0
-.5327044,-2.02878,0,1.448896,,,,,,,0,0,.4469045,-1.420838,0
.5433202,.4192781,0,1.175798,,,,,,,0,0,2.779358,3.064567,0
-.3218343,.6790242,0,-.4503091,,,,,,,0,0,.4505924,3.028074,0
-3.173142,-1.80485,0,-.7000445,,,,,,,0,0,-1.553458,-4.069798,0
-.4851292,-.4724054,0,-1.491115,,,,,,,0,0,-2.533168,-2.561804,0
.5263029,-1.575303,0,1.408979,,,,,,,0,0,2.310505,2.644766,0
.0641284,-1.367706,0,-.3547271,,,,,,,0,0,-3.05365,.0252531,0
.5515327,-.7618272,0,1.010292,,,,,,,0,0,1.387712,2.775701,0
-.2513742,-1.923151,0,-.1774487,,,,,,,0,0,-.0746272,.101764,0
-.505455,-.1254986,0,-.4689735,,,,,,,0,0,-1.134967,2.592189,0
-.6669724,.1631154,0,-.7777715,,,,,,,0,0,.1901808,.4781886,0
-.5243855,1.396596,0,-1.302851,,,,,,,0,0,.3675785,2.554223,0
-1.607511,1.449208,0,-.6396921,,,,,,,0,0,-1.835941,1.503672,0
-1.002761,.166297,0,-1.017383,,,,,,,0,0,-1.470133,-.4384612,0
-.6808897,-.7931643,0,-.7793629,,,,,,,0,0,-1.23725,-1.896092,0
.0504515,.4871249,0,.6815445,,,,,,,0,0,3.130954,3.226322,0
.684645,-.4533668,0,.7406972,,,,,,,0,0,1.432181,1.834109,0
.8406681,-.7794244,0,-.1123052,,,,,,,0,0,1.373601,2.554607,0
-.4193981,1.436483,0,.0687513,,,,,,,0,0,2.176307,3.624723,0
-1.413273,.5368937,0,1.729564,,,,,,,0,0,2.315063,2.853715,0
.009569,-1.731885,0,1.359527,,,,,,,0,0,3.314643,.8728176,0
-1.174861,.093499,0,-1.144828,,,,,,,0,0,-1.582126,-1.242747,0
.7662191,-1.181112,0,-.6043785,,,,,,,0,0,-.4152049,-.6096002,0
-.9334613,-.1760759,0,-2.199883,,,,,,,0,0,-5.79476,.8883441,0
.7358679,-.363378,0,.7644349,,,,,,,0,0,2.690919,1.778192,0
-.6759179,-.0989448,0,-.2647129,,,,,,,0,0,-1.616309,.6795158,0
-.5147248,-2.802699,0,.8968658,,,,,,,0,0,-.6260611,-.1230893,0
.1782859,-.3895216,0,-.3968574,,,,,,,0,0,.9037883,.9192815,0
-1.791563,-.9421355,0,.9174067,,,,,,,0,0,.958127,-.3425423,0
-.0138767,.0121877,0,1.269484,,,,,,,0,0,3.982095,4.055213,0
-.1454764,-1.828592,0,.4378724,,,,,,,0,0,-.623094,.6073299,0
1.739694,-1.852826,0,.3088238,,,,,,,0,0,.8579923,.9118251,0
.3107204,.5476646,0,-.3712367,,,,,,,0,0,.2616563,3.386554,0
-.1014519,-1.655142,0,.9759199,,,,,,,0,0,3.081103,2.402491,0
-1.406603,.2248168,0,-1.780723,,,,,,,0,0,-2.20933,-.9729061,0
-1.129058,.4967194,0,.6111217,,,,,,,0,0,2.800427,.2335141,0
-1.38861,-.6211823,0,-.2148325,,,,,,,0,0,-.0678345,-.1698454,0
-.7714319,1.64563,0,-.4622584,,,,,,,0,0,-.6802621,2.139256,0
-.4955099,-1.872678,0,1.535274,,,,,,,0,0,1.260213,1.080938,0
-.6762329,-.0268864,0,-.022889,,,,,,,0,0,-2.237731,1.904646,0
-.6405479,-1.81888,0,.7650462,,,,,,,0,0,-.2912961,.549642,0
-1.016641,-.9901644,0,-1.461218,,,,,,,0,0,-1.338832,-1.846338,0
.2356077,-.3310493,0,-.2796738,,,,,,,0,0,-.480182,.3055165,0
-.1011892,.8460942,0,1.220426,,,,,,,0,0,4.676708,4.635795,0
-1.531572,.274681,0,.2987807,,,,,,,0,0,1.383474,-1.184091,0
-.2680083,.0340416,0,.3284724,,,,,,,0,0,1.830656,1.306892,0
1.056634,.1462388,0,-.7948475,,,,,,,0,0,-.671976,.8874871,0
-2.110235,-.9276785,0,2.039306,,,,,,,0,0,.6366507,1.440415,0
.1433585,-1.066994,0,.9864239,,,,,,,0,0,2.966442,2.403447,0
-.1167688,-.4886814,0,.4135219,,,,,,,0,0,1.162173,-.3177549,0
.2236364,-3.134717,0,-.4238531,,,,,,,0,0,-2.444569,-1.514028,0
-.1766649,.9552416,0,1.772621,,,,,,,0,0,3.067445,5.217942,0
-1.062902,.3732783,0,1.002529,,,,,,,0,0,2.64243,.5473756,0
-.133133,.2457322,0,.171328,,,,,,,0,0,1.606979,1.247316,0
-.8034255,-.1665376,0,-.5019386,,,,,,,0,0,-3.146186,.617443,0
-.5085066,-1.868638,0,.3377575,,,,,,,0,0,-.6804265,-.4175015,0
.0026243,1.002071,0,1.769201,,,,,,,0,0,5.391096,5.501406,0
.7367547,.8705924,0,1.131067,,,,,,,0,0,5.274396,4.71001,0
.4297832,.3777461,0,1.633381,,,,,,,0,0,5.022122,5.270134,0
-.1198692,-.9867747,0,-.207735,,,,,,,0,0,.32376,.1176294,0
-.0619156,-1.478215,0,1.433959,,,,,,,0,0,1.748708,2.540077,0
-.8083142,-.6296643,0,-.806234,,,,,,,0,0,-2.581716,.2268344,0
-2.413894,.9418449,0,1.072124,,,,,,,0,0,3.168954,-.2004279,0
.4148716,.1671862,0,.7790462,,,,,,,0,0,3.312567,2.672946,0
-.8670911,-1.229181,0,-2.990388,,,,,,,0,0,-7.469207,-1.807078,0
-1.806769,.1993817,0,-.584945,,,,,,,0,0,-1.492182,-1.324742,0
.2233821,-.9536418,0,.2853385,,,,,,,0,0,-.8862187,1.385244,0
-1.576977,-.3807327,0,.4155243,,,,,,,0,0,.2714188,-.9759102,0
1.372762,-.2199765,0,-.4474199,,,,,,,0,0,.2359034,1.662011,0
-.9411576,.3297677,0,.3779598,,,,,,,0,0,1.165517,.7413181,0
1.203063,-1.061527,0,.1832883,,,,,,,0,0,-.4278536,1.288104,0
.9836224,.3845046,0,1.210284,,,,,,,0,0,2.370792,6.013952,0
.1960669,-1.269632,0,-1.161592,,,,,,,0,0,-1.033134,-.4558548,0
-1.25051,-1.54278,0,-.1131464,,,,,,,0,0,-3.040424,-2.737019,0
.7203895,.3350523,0,-1.899914,,,,,,,0,0,-2.060224,-.6096161,0
-.732599,-.1122911,0,-1.382654,,,,,,,0,0,-2.036036,.0694635,0
-.1033357,-2.563086,0,-.1763754,,,,,,,0,0,-.4843938,-.505531,0
1.705229,-.561885,0,.3029086,,,,,,,0,0,.5517322,1.485893,0
-1.826583,-1.30454,0,-1.234445,,,,,,,0,0,-3.853317,-3.315619,0
.4566543,-1.281782,0,1.280698,,,,,,,0,0,3.750816,.8556485,0
.0456182,.31164,0,1.272519,,,,,,,0,0,2.506138,2.749809,0
-.0369715,.1017456,0,-.1352157,,,,,,,0,0,1.302487,2.337707,0
